rental_id,user_id,age,gender,start_time,end_time,start_station,end_station,duration_minutes,price
2234,U5286,50,F,2025-12-17 14:09:00,2025-12-17 14:39:00,Station Gare,Station Centre-Ville,30,8.6
2235,U6300,33,F,2025-12-09 13:37:00,2025-12-09 14:12:00,Station Quartier Administratif,Station Centre-Ville,35,9.3
2236,U7655,18,M,2025-08-04 14:05:00,2025-08-04 14:27:00,Station Parc Central,Station Université,22,9.1
2237,U8855,42,F,2025-08-15 10:56:00,2025-08-15 11:45:00,Station Gare,Station Aéroport Bus,49,11.5
2238,U4702,22,F,2024-04-23 12:03:00,2024-04-23 12:31:00,Station Hôpital,Station Stade,28,8.1
2239,U4981,63,M,2024-04-04 17:06:00,2024-04-04 17:37:00,Station Parc Central,Station Hôpital,31,9.8
2240,U8621,33,M,2025-09-08 19:51:00,2025-09-08 20:00:00,Station Gare,Station Aéroport Bus,9,5.2
2241,U9730,41,F,2024-12-15 16:59:00,2024-12-15 17:33:00,Station Aéroport Bus,Station Gare,34,9.8
2242,U2457,29,M,2025-10-17 14:58:00,2025-10-17 15:30:00,Station Parc Central,Station Centre-Ville,32,9.8
2243,U3178,52,F,2025-11-21 15:53:00,2025-11-21 16:02:00,Station Corniche,Station Marina,9,5.7
2244,U8509,43,M,2024-04-18 19:11:00,2024-04-18 19:18:00,Station Université,Station Gare,7,6.2
2245,U3941,28,M,2025-11-21 09:01:00,2025-11-21 09:15:00,Station Quartier Administratif,Station Hôpital,14,6.4
2246,U1940,42,F,2024-10-07 12:25:00,2024-10-07 12:30:00,Station Université,Station Technopark,5,6.7
2247,U4247,36,M,2025-05-08 23:53:00,2025-05-09 00:49:00,Station Hôpital,Station Marina,56,12.2
2248,U6702,63,F,2025-01-24 19:08:00,2025-01-24 19:36:00,Station Stade,Station Corniche,28,8.1
2249,U1210,56,F,2024-10-02 03:59:00,2024-10-02 04:32:00,Station Souk,Station Centre-Ville,33,9.8
2250,U1624,29,M,2025-07-18 07:38:00,2025-07-18 07:59:00,Station Aéroport Bus,Station Gare,21,7.6
2251,U5016,42,F,2025-02-10 08:24:00,2025-02-10 08:30:00,Station Gare,Station Université,6,6.7
2252,U7370,38,M,2024-01-20 07:59:00,2024-01-20 08:36:00,Station Centre-Ville,Station Gare,37,8.8
2253,U7191,41,M,2024-09-07 18:08:00,2024-09-07 18:36:00,Station Marina,Station Centre-Ville,28,8.6
2254,U4320,38,M,2024-03-07 07:32:00,2024-03-07 07:43:00,Station Centre-Ville,Station Quartier Administratif,11,7.9
2255,U3345,18,M,2024-07-05 19:09:00,2024-07-05 19:21:00,Station Corniche,Station Stade,12,7.4
2256,U3399,35,M,2025-07-12 12:48:00,2025-07-12 13:42:00,Station Gare,Station Stade,54,12.2
2257,U2273,48,M,2025-12-28 20:43:00,2025-12-28 20:57:00,Station Parc Central,Station Souk,14,6.4
2258,U9133,38,F,2024-08-13 22:43:00,2024-08-13 23:12:00,Station Hôpital,Station Quartier Administratif,29,8.6
2259,U2897,18,F,2024-09-06 19:23:00,2024-09-06 19:36:00,Station Gare,Station Université,13,7.9
2260,U2505,19,M,2024-12-30 19:29:00,2024-12-30 19:56:00,Station Technopark,Station Quartier Administratif,27,8.6
2261,U9453,62,F,2024-02-04 17:51:00,2024-02-04 18:26:00,Station Centre-Ville,Station Hôpital,35,8.8
2262,U5374,20,F,2025-11-24 07:59:00,2025-11-24 08:07:00,Station Parc Central,Station Quartier Administratif,8,6.2
2263,U8118,45,M,2024-05-06 19:32:00,2024-05-06 19:57:00,Station Marina,Station Corniche,25,8.6
2264,U8911,45,F,2025-03-23 02:49:00,2025-03-23 03:01:00,Station Hôpital,Station Quartier Administratif,12,7.4
2265,U1928,25,F,2024-04-04 17:08:00,2024-04-04 17:32:00,Station Stade,Station Parc Central,24,8.6
2266,U7811,58,M,2024-12-22 17:14:00,2024-12-22 17:49:00,Station Hôpital,Station Aéroport Bus,35,9.8
2267,U6347,19,F,2025-04-26 09:15:00,2025-04-26 09:39:00,Station Gare,Station Aéroport Bus,24,7.6
2268,U5194,18,M,2024-06-03 12:52:00,2024-06-03 12:57:00,Station Technopark,Station Quartier Administratif,5,6.2
2269,U2273,19,M,2024-10-14 11:57:00,2024-10-14 12:12:00,Station Technopark,Station Quartier Administratif,15,7.9
2270,U7310,65,M,2025-09-22 17:57:00,2025-09-22 18:31:00,Station Aéroport Bus,Station Centre-Ville,34,9.8
2271,U5777,38,M,2025-11-27 02:11:00,2025-11-27 02:33:00,Station Aéroport Bus,Station Gare,22,8.6
2272,U2487,52,M,2024-05-18 17:33:00,2024-05-18 18:03:00,Station Gare,Station Centre-Ville,30,8.6
2273,U5507,56,M,2025-01-15 10:59:00,2025-01-15 11:20:00,Station Technopark,Station Quartier Administratif,21,8.6
2274,U6266,43,F,2024-01-09 08:16:00,2024-01-09 08:39:00,Station Technopark,Station Aéroport Bus,23,8.1
2275,U3077,53,F,2025-11-30 18:30:00,2025-11-30 18:59:00,Station Aéroport Bus,Station Université,29,9.1
2276,U9601,29,F,2025-12-01 09:46:00,2025-12-01 10:22:00,Station Stade,Station Parc Central,36,8.8
2277,U3443,50,F,2025-09-25 18:14:00,2025-09-25 18:37:00,Station Corniche,Station Marina,23,7.6
2278,U3544,18,F,2025-04-20 19:32:00,2025-04-20 20:01:00,Station Quartier Administratif,Station Technopark,29,9.1
2279,U2043,57,M,2025-12-30 16:09:00,2025-12-30 16:26:00,Station Gare,Station Université,17,7.4
2280,U6284,27,M,2024-10-19 12:00:00,2024-10-19 12:24:00,Station Gare,Station Technopark,24,8.6
2281,U7985,46,M,2025-01-10 18:13:00,2025-01-10 18:34:00,Station Aéroport Bus,Station Gare,21,9.1
2282,U1924,34,F,2025-06-20 15:56:00,2025-06-20 16:21:00,Station Parc Central,Station Corniche,25,8.6
2283,U5864,43,F,2025-04-16 14:59:00,2025-04-16 15:04:00,Station Hôpital,Station Quartier Administratif,5,6.2
2284,U5563,53,F,2024-12-25 07:28:00,2024-12-25 07:51:00,Station Marina,Station Centre-Ville,23,8.6
2285,U2514,55,M,2025-11-26 09:23:00,2025-11-26 09:32:00,Station Aéroport Bus,Station Gare,9,5.7
2286,U7970,52,M,2025-03-19 07:13:00,2025-03-19 07:34:00,Station Technopark,Station Quartier Administratif,21,8.1
2287,U9906,45,F,2024-01-12 07:16:00,2024-01-12 07:22:00,Station Centre-Ville,Station Parc Central,6,6.2
2288,U8706,46,M,2024-02-28 13:48:00,2024-02-28 14:05:00,Station Corniche,Station Marina,17,6.9
2289,U3460,63,F,2025-05-04 18:40:00,2025-05-04 19:14:00,Station Souk,Station Centre-Ville,34,9.8
2290,U3300,31,M,2025-05-28 09:08:00,2025-05-28 09:27:00,Station Stade,Station Parc Central,19,7.4
2291,U4812,63,M,2025-10-06 11:45:00,2025-10-06 11:51:00,Station Stade,Station Parc Central,6,5.7
2292,U7603,31,F,2025-04-09 14:11:00,2025-04-09 14:18:00,Station Aéroport Bus,Station Gare,7,5.2
2293,U1039,42,M,2025-08-31 19:15:00,2025-08-31 19:57:00,Station Hôpital,Station Souk,42,11.5
2294,U8307,41,F,2025-06-11 10:32:00,2025-06-11 11:09:00,Station Quartier Administratif,Station Centre-Ville,37,9.8
2295,U7313,36,M,2024-07-21 17:20:00,2024-07-21 17:47:00,Station Parc Central,Station Université,27,8.1
2296,U1256,25,F,2025-11-28 07:48:00,2025-11-28 08:50:00,Station Corniche,Station Aéroport Bus,62,13.9
2297,U4455,26,M,2024-04-24 09:32:00,2024-04-24 09:38:00,Station Stade,Station Parc Central,6,6.2
2298,U3102,29,F,2025-09-07 18:05:00,2025-09-07 18:25:00,Station Université,Station Parc Central,20,6.9
2299,U1209,43,M,2024-05-13 07:59:00,2024-05-13 08:29:00,Station Hôpital,Station Parc Central,30,8.6
2300,U6793,34,F,2024-05-23 15:29:00,2024-05-23 16:35:00,Station Corniche,Station Parc Central,66,13.9
2301,U9542,43,M,2024-02-28 17:45:00,2024-02-28 17:53:00,Station Technopark,Station Marina,8,6.7
2302,U5667,50,F,2025-08-17 09:15:00,2025-08-17 09:59:00,Station Souk,Station Parc Central,44,10.5
2303,U2273,39,M,2025-09-04 07:45:00,2025-09-04 08:04:00,Station Corniche,Station Marina,19,7.9
2304,U4245,47,Autre,2025-11-22 06:11:00,2025-11-22 06:36:00,Station Université,Station Gare,25,8.1
2305,U9489,34,F,2024-06-08 14:12:00,2024-06-08 14:35:00,Station Aéroport Bus,Station Gare,23,8.6
2306,U8229,19,M,2024-03-07 09:09:00,2024-03-07 09:15:00,Station Marina,Station Corniche,6,6.7
2307,U3962,28,M,2025-03-04 18:24:00,2025-03-04 19:11:00,Station Parc Central,Station Quartier Administratif,47,10.5
2308,U9957,35,F,2024-10-14 07:33:00,2024-10-14 07:40:00,Station Aéroport Bus,Station Gare,7,5.7
2309,U6269,18,F,2024-11-03 09:40:00,2024-11-03 10:03:00,Station Corniche,Station Stade,23,8.1
2310,U6081,31,M,2025-08-11 01:49:00,2025-08-11 02:09:00,Station Quartier Administratif,Station Hôpital,20,7.4
2311,U1159,25,F,2024-07-28 18:52:00,2024-07-28 19:17:00,Station Hôpital,Station Parc Central,25,8.1
2312,U7365,63,F,2025-05-09 17:29:00,2025-05-09 17:49:00,Station Marina,Station Centre-Ville,20,7.4
2313,U7119,64,M,2025-09-04 09:03:00,2025-09-04 09:10:00,Station Centre-Ville,Station Souk,7,6.2
2314,U9048,19,F,2025-02-11 18:43:00,2025-02-11 19:27:00,Station Centre-Ville,Station Marina,44,11.5
2315,U5879,65,F,2025-12-08 13:36:00,2025-12-08 13:56:00,Station Parc Central,Station Université,20,7.9
2316,U3977,38,F,2025-01-22 19:35:00,2025-01-22 19:54:00,Station Souk,Station Centre-Ville,19,7.4
2317,U2151,54,M,2024-10-20 18:29:00,2024-10-20 18:46:00,Station Marina,Station Centre-Ville,17,7.4
2318,U9224,22,F,2024-08-05 08:34:00,2024-08-05 09:12:00,Station Quartier Administratif,Station Stade,38,8.8
2319,U2709,60,M,2024-04-25 12:24:00,2024-04-25 12:47:00,Station Souk,Station Stade,23,7.6
2320,U8235,18,M,2024-12-12 14:38:00,2024-12-12 15:06:00,Station Gare,Station Centre-Ville,28,7.6
2321,U4902,38,M,2025-07-29 09:38:00,2025-07-29 09:57:00,Station Technopark,Station Quartier Administratif,19,7.4
2322,U9019,63,F,2024-06-29 09:28:00,2024-06-29 10:01:00,Station Corniche,Station Stade,33,10.3
2323,U6663,63,F,2025-02-02 09:10:00,2025-02-02 09:50:00,Station Marina,Station Corniche,40,10.3
2324,U1298,55,F,2025-11-12 18:32:00,2025-11-12 19:11:00,Station Aéroport Bus,Station Gare,39,9.8
2325,U8775,27,F,2025-01-29 16:38:00,2025-01-29 16:48:00,Station Souk,Station Centre-Ville,10,6.2
2326,U8149,44,F,2024-12-12 07:25:00,2024-12-12 07:49:00,Station Gare,Station Université,24,8.6
2327,U6038,50,M,2024-06-03 13:05:00,2024-06-03 13:37:00,Station Technopark,Station Quartier Administratif,32,9.8
2328,U3417,21,M,2024-09-02 11:00:00,2024-09-02 11:38:00,Station Gare,Station Centre-Ville,38,9.8
2329,U3593,24,M,2025-01-27 15:40:00,2025-01-27 16:31:00,Station Technopark,Station Gare,51,12.7
2330,U1740,22,M,2024-02-06 14:42:00,2024-02-06 15:03:00,Station Marina,Station Centre-Ville,21,8.6
2331,U1850,60,F,2024-10-06 17:10:00,2024-10-06 17:24:00,Station Hôpital,Station Université,14,7.4
2332,U5904,59,M,2024-12-27 19:18:00,2024-12-27 19:23:00,Station Stade,Station Souk,5,6.2
2333,U6326,39,M,2025-08-07 09:28:00,2025-08-07 10:16:00,Station Marina,Station Stade,48,11.0
2334,U6871,48,F,2025-10-18 22:56:00,2025-10-18 23:29:00,Station Technopark,Station Université,33,9.8
2335,U9560,32,F,2025-01-30 19:20:00,2025-01-30 19:37:00,Station Stade,Station Souk,17,7.9
2336,U8599,55,M,2024-09-06 14:50:00,2024-09-06 14:55:00,Station Gare,Station Université,5,6.2
2337,U8653,48,F,2025-02-02 08:28:00,2025-02-02 08:41:00,Station Hôpital,Station Parc Central,13,6.4
2338,U5526,22,F,2025-07-08 18:50:00,2025-07-08 19:15:00,Station Université,Station Technopark,25,8.6
2339,U5133,20,M,2024-08-07 12:58:00,2024-08-07 13:31:00,Station Gare,Station Centre-Ville,33,10.3
2340,U3108,49,F,2025-05-25 09:01:00,2025-05-25 09:43:00,Station Université,Station Technopark,42,10.5
2341,U4877,24,M,2024-01-23 09:17:00,2024-01-23 09:41:00,Station Hôpital,Station Quartier Administratif,24,8.1
2342,U3399,27,M,2025-11-06 21:02:00,2025-11-06 21:40:00,Station Parc Central,Station Marina,38,9.8
2343,U6546,43,F,2025-12-30 08:48:00,2025-12-30 09:24:00,Station Centre-Ville,Station Parc Central,36,9.8
2344,U9050,45,F,2024-06-09 15:03:00,2024-06-09 15:27:00,Station Stade,Station Parc Central,24,8.6
2345,U8569,49,M,2025-03-25 09:28:00,2025-03-25 09:59:00,Station Université,Station Corniche,31,8.8
2346,U3871,34,F,2025-02-25 07:25:00,2025-02-25 07:45:00,Station Gare,Station Hôpital,20,7.9
2347,U9380,46,M,2025-04-12 11:40:00,2025-04-12 12:15:00,Station Stade,Station Aéroport Bus,35,10.3
2348,U7347,57,M,2024-08-28 09:21:00,2024-08-28 09:45:00,Station Centre-Ville,Station Gare,24,9.1
2349,U6087,61,F,2024-09-25 01:31:00,2024-09-25 02:29:00,Station Gare,Station Souk,58,11.7
2350,U9498,46,M,2024-07-07 07:19:00,2024-07-07 07:24:00,Station Centre-Ville,Station Parc Central,5,6.2
2351,U7273,31,F,2025-05-28 19:21:00,2025-05-28 20:11:00,Station Technopark,Station Stade,50,10.5
2352,U7309,45,F,2024-10-09 11:59:00,2024-10-09 12:20:00,Station Aéroport Bus,Station Gare,21,8.6
2353,U1903,31,F,2025-06-18 13:25:00,2025-06-18 13:53:00,Station Marina,Station Corniche,28,8.1
2354,U8178,43,M,2025-10-26 16:05:00,2025-10-26 16:31:00,Station Quartier Administratif,Station Centre-Ville,26,8.6
2355,U5084,48,M,2024-10-06 07:03:00,2024-10-06 07:20:00,Station Université,Station Gare,17,7.4
2356,U1256,28,F,2024-03-20 06:27:00,2024-03-20 06:36:00,Station Quartier Administratif,Station Hôpital,9,6.7
2357,U6947,31,M,2024-10-27 09:51:00,2024-10-27 10:01:00,Station Corniche,Station Stade,10,5.7
2358,U6589,28,M,2025-11-16 19:44:00,2025-11-16 19:57:00,Station Aéroport Bus,Station Hôpital,13,6.9
2359,U2702,35,F,2024-05-25 07:23:00,2024-05-25 07:39:00,Station Parc Central,Station Centre-Ville,16,7.4
2360,U5190,56,M,2025-12-19 17:44:00,2025-12-19 17:56:00,Station Aéroport Bus,Station Gare,12,7.4
2361,U8456,18,M,2024-04-07 14:15:00,2024-04-07 14:50:00,Station Marina,Station Corniche,35,9.8
2362,U5267,56,M,2025-07-10 12:27:00,2025-07-10 12:42:00,Station Centre-Ville,Station Parc Central,15,7.4
2363,U5167,56,M,2024-07-11 15:09:00,2024-07-11 15:36:00,Station Hôpital,Station Parc Central,27,8.6
2364,U1480,52,F,2024-05-15 09:23:00,2024-05-15 09:47:00,Station Technopark,Station Université,24,9.1
2365,U5176,31,F,2024-04-22 08:15:00,2024-04-22 08:51:00,Station Stade,Station Parc Central,36,8.8
2366,U8595,55,M,2025-06-22 15:30:00,2025-06-22 16:19:00,Station Université,Station Centre-Ville,49,10.5
2367,U1474,57,F,2024-05-16 08:07:00,2024-05-16 08:30:00,Station Gare,Station Centre-Ville,23,8.1
2368,U2677,21,M,2024-10-13 13:34:00,2024-10-13 14:20:00,Station Stade,Station Aéroport Bus,46,11.0
2369,U6745,63,M,2025-03-25 19:47:00,2025-03-25 20:01:00,Station Hôpital,Station Parc Central,14,7.4
2370,U3225,18,F,2025-02-02 18:19:00,2025-02-02 18:48:00,Station Parc Central,Station Stade,29,8.6
2371,U1609,33,M,2024-04-04 18:10:00,2024-04-04 18:28:00,Station Quartier Administratif,Station Centre-Ville,18,7.4
2372,U5971,61,M,2025-06-05 21:09:00,2025-06-05 21:24:00,Station Gare,Station Université,15,6.4
2373,U4545,18,Autre,2024-02-27 14:11:00,2024-02-27 14:46:00,Station Université,Station Parc Central,35,9.8
2374,U8864,48,F,2024-01-27 09:57:00,2024-01-27 11:05:00,Station Université,Station Souk,68,13.4
2375,U3414,52,M,2025-11-20 08:23:00,2025-11-20 08:46:00,Station Aéroport Bus,Station Gare,23,7.6
2376,U6911,45,F,2024-08-31 17:41:00,2024-08-31 17:49:00,Station Souk,Station Hôpital,8,6.2
2377,U3018,32,M,2025-11-11 17:31:00,2025-11-11 18:06:00,Station Quartier Administratif,Station Université,35,9.8
2378,U4835,44,F,2024-06-01 08:22:00,2024-06-01 09:04:00,Station Université,Station Technopark,42,11.5
2379,U7863,65,M,2025-10-30 09:20:00,2025-10-30 10:22:00,Station Centre-Ville,Station Marina,62,12.9
2380,U6218,45,F,2024-12-13 17:42:00,2024-12-13 18:00:00,Station Technopark,Station Université,18,6.9
2381,U1066,39,Autre,2024-11-15 20:03:00,2024-11-15 20:27:00,Station Aéroport Bus,Station Gare,24,8.6
2382,U9179,35,F,2025-06-11 10:39:00,2025-06-11 11:08:00,Station Hôpital,Station Parc Central,29,8.6
2383,U1581,19,Autre,2024-07-10 08:33:00,2024-07-10 09:05:00,Station Centre-Ville,Station Souk,32,9.3
2384,U9305,52,M,2025-02-24 12:35:00,2025-02-24 12:51:00,Station Marina,Station Centre-Ville,16,6.4
2385,U9317,36,M,2025-06-16 11:35:00,2025-06-16 12:11:00,Station Parc Central,Station Centre-Ville,36,9.8
2386,U4782,27,M,2024-02-27 15:06:00,2024-02-27 15:37:00,Station Corniche,Station Stade,31,8.8
2387,U4944,35,F,2025-11-12 13:24:00,2025-11-12 13:29:00,Station Stade,Station Corniche,5,6.2
2388,U7187,44,M,2025-06-29 19:00:00,2025-06-29 19:08:00,Station Gare,Station Centre-Ville,8,6.2
2389,U8715,19,F,2024-06-08 15:56:00,2024-06-08 16:14:00,Station Hôpital,Station Quartier Administratif,18,6.4
2390,U2416,53,M,2024-01-04 18:34:00,2024-01-04 19:04:00,Station Parc Central,Station Université,30,9.1
2391,U6500,54,F,2025-06-03 18:51:00,2025-06-03 19:21:00,Station Hôpital,Station Parc Central,30,8.6
2392,U2661,45,M,2024-12-01 17:18:00,2024-12-01 17:37:00,Station Aéroport Bus,Station Gare,19,7.4
2393,U6491,32,F,2025-11-14 15:01:00,2025-11-14 15:31:00,Station Quartier Administratif,Station Université,30,8.6
2394,U9838,65,F,2025-08-30 17:28:00,2025-08-30 18:46:00,Station Parc Central,Station Aéroport Bus,78,14.6
2395,U9108,31,M,2025-01-16 14:59:00,2025-01-16 15:08:00,Station Gare,Station Université,9,6.7
2396,U4609,38,M,2025-11-12 08:55:00,2025-11-12 09:21:00,Station Gare,Station Centre-Ville,26,8.6
2397,U2133,61,M,2024-04-15 15:08:00,2024-04-15 15:45:00,Station Centre-Ville,Station Gare,37,9.3
2398,U5560,28,F,2024-08-17 17:19:00,2024-08-17 17:50:00,Station Quartier Administratif,Station Hôpital,31,8.8
2399,U7626,31,F,2025-07-30 17:13:00,2025-07-30 17:26:00,Station Technopark,Station Quartier Administratif,13,7.4
2400,U9757,55,F,2025-05-26 16:30:00,2025-05-26 16:35:00,Station Hôpital,Station Quartier Administratif,5,6.7
2401,U5230,34,F,2025-07-21 08:53:00,2025-07-21 09:23:00,Station Aéroport Bus,Station Gare,30,8.6
2402,U5121,60,M,2024-01-13 17:38:00,2024-01-13 18:38:00,Station Parc Central,Station Aéroport Bus,60,12.2
2403,U7335,23,F,2025-09-15 08:11:00,2025-09-15 08:25:00,Station Technopark,Station Université,14,7.4
2404,U1172,63,F,2024-05-21 17:49:00,2024-05-21 18:11:00,Station Centre-Ville,Station Parc Central,22,7.6
2405,U8867,34,F,2024-02-01 19:09:00,2024-02-01 19:29:00,Station Marina,Station Corniche,20,7.4
2406,U9906,47,M,2025-11-01 02:40:00,2025-11-01 02:59:00,Station Gare,Station Université,19,7.9
2407,U1778,28,F,2024-12-20 14:27:00,2024-12-20 14:35:00,Station Hôpital,Station Aéroport Bus,8,5.2
2408,U8922,56,F,2025-08-17 19:20:00,2025-08-17 19:39:00,Station Aéroport Bus,Station Gare,19,6.4
2409,U1862,28,F,2024-01-11 03:35:00,2024-01-11 03:56:00,Station Quartier Administratif,Station Hôpital,21,8.6
2410,U8806,56,M,2024-01-16 16:31:00,2024-01-16 17:04:00,Station Marina,Station Corniche,33,9.8
2411,U3405,44,F,2025-10-18 18:33:00,2025-10-18 18:51:00,Station Gare,Station Centre-Ville,18,7.4
2412,U3588,31,M,2024-07-29 18:27:00,2024-07-29 18:38:00,Station Technopark,Station Université,11,7.4
2413,U8744,26,M,2025-05-08 18:32:00,2025-05-08 18:47:00,Station Marina,Station Gare,15,6.9
2414,U5497,26,F,2025-01-31 11:21:00,2025-01-31 11:40:00,Station Aéroport Bus,Station Gare,19,7.4
2415,U2355,20,M,2024-10-12 16:47:00,2024-10-12 16:59:00,Station Corniche,Station Marina,12,7.4
2416,U7013,65,F,2024-05-04 17:21:00,2024-05-04 17:53:00,Station Gare,Station Souk,32,9.8
2417,U6594,21,F,2024-04-17 09:46:00,2024-04-17 10:07:00,Station Corniche,Station Stade,21,9.1
2418,U2064,28,F,2024-06-04 07:57:00,2024-06-04 08:27:00,Station Souk,Station Centre-Ville,30,9.1
2419,U2879,30,M,2025-02-01 09:39:00,2025-02-01 09:54:00,Station Hôpital,Station Quartier Administratif,15,7.4
2420,U2264,36,F,2025-02-10 11:28:00,2025-02-10 11:53:00,Station Technopark,Station Quartier Administratif,25,7.6
2421,U2687,53,F,2024-03-31 15:39:00,2024-03-31 16:05:00,Station Stade,Station Corniche,26,9.1
2422,U4538,28,F,2024-10-14 18:24:00,2024-10-14 19:01:00,Station Aéroport Bus,Station Gare,37,9.8
2423,U5050,53,F,2025-12-07 17:52:00,2025-12-07 18:21:00,Station Aéroport Bus,Station Parc Central,29,9.1
2424,U8685,39,M,2025-05-02 09:01:00,2025-05-02 09:21:00,Station Quartier Administratif,Station Centre-Ville,20,7.9
2425,U2180,20,F,2025-06-17 14:50:00,2025-06-17 15:14:00,Station Souk,Station Centre-Ville,24,8.6
2426,U5793,38,M,2024-05-25 19:04:00,2024-05-25 19:23:00,Station Hôpital,Station Quartier Administratif,19,7.4
2427,U4013,65,F,2025-02-17 17:50:00,2025-02-17 17:55:00,Station Hôpital,Station Parc Central,5,6.2
2428,U8112,32,M,2025-10-02 17:39:00,2025-10-02 17:52:00,Station Aéroport Bus,Station Gare,13,7.4
2429,U6084,54,F,2024-11-26 07:42:00,2024-11-26 08:32:00,Station Stade,Station Gare,50,10.0
2430,U4554,32,M,2025-03-29 17:05:00,2025-03-29 17:14:00,Station Souk,Station Stade,9,5.7
2431,U5160,56,M,2024-04-16 09:17:00,2024-04-16 09:47:00,Station Parc Central,Station Centre-Ville,30,8.6
2432,U2324,21,M,2024-03-28 19:33:00,2024-03-28 19:38:00,Station Souk,Station Centre-Ville,5,5.7
2433,U3865,54,M,2024-04-18 07:32:00,2024-04-18 07:37:00,Station Corniche,Station Marina,5,5.7
2434,U8058,21,F,2025-09-06 08:22:00,2025-09-06 08:45:00,Station Parc Central,Station Hôpital,23,8.6
2435,U8970,28,M,2024-04-17 13:05:00,2024-04-17 13:30:00,Station Souk,Station Centre-Ville,25,8.6
2436,U5691,22,M,2024-07-13 15:51:00,2024-07-13 16:03:00,Station Souk,Station Stade,12,7.4
2437,U2086,48,M,2025-04-30 19:58:00,2025-04-30 20:10:00,Station Centre-Ville,Station Souk,12,6.4
2438,U6715,31,Autre,2025-12-14 18:20:00,2025-12-14 18:54:00,Station Corniche,Station Marina,34,9.3
2439,U6600,22,M,2025-03-01 14:15:00,2025-03-01 14:33:00,Station Stade,Station Centre-Ville,18,6.4
2440,U8568,19,F,2025-11-14 19:33:00,2025-11-14 19:48:00,Station Corniche,Station Stade,15,6.4
2441,U8100,49,F,2024-05-08 09:36:00,2024-05-08 10:18:00,Station Quartier Administratif,Station Université,42,11.0
2442,U4863,30,M,2025-03-02 20:37:00,2025-03-02 21:08:00,Station Quartier Administratif,Station Centre-Ville,31,10.3
2443,U5200,30,M,2024-11-11 08:53:00,2024-11-11 08:58:00,Station Parc Central,Station Stade,5,5.7
2444,U5874,63,M,2025-12-17 13:53:00,2025-12-17 14:07:00,Station Souk,Station Centre-Ville,14,7.4
2445,U1899,65,M,2025-08-13 09:49:00,2025-08-13 10:51:00,Station Centre-Ville,Station Marina,62,13.4
2446,U1724,62,M,2024-06-06 19:22:00,2024-06-06 19:31:00,Station Parc Central,Station Centre-Ville,9,6.2
2447,U9448,54,F,2024-12-26 16:14:00,2024-12-26 17:03:00,Station Souk,Station Gare,49,11.0
2448,U6093,39,M,2024-07-02 14:07:00,2024-07-02 14:34:00,Station Aéroport Bus,Station Gare,27,8.6
2449,U3436,26,F,2025-05-05 19:03:00,2025-05-05 19:27:00,Station Hôpital,Station Université,24,9.1
2450,U3672,41,M,2025-06-13 18:43:00,2025-06-13 19:19:00,Station Marina,Station Centre-Ville,36,9.8
2451,U9945,18,F,2025-08-14 11:30:00,2025-08-14 11:38:00,Station Université,Station Quartier Administratif,8,6.2
2452,U7622,47,F,2025-12-18 18:15:00,2025-12-18 18:41:00,Station Aéroport Bus,Station Gare,26,7.6
2453,U4050,57,F,2024-01-31 16:00:00,2024-01-31 16:18:00,Station Université,Station Gare,18,7.4
2454,U6545,46,F,2025-03-07 23:48:00,2025-03-08 00:19:00,Station Gare,Station Aéroport Bus,31,9.3
2455,U7101,46,M,2024-10-23 22:06:00,2024-10-23 22:24:00,Station Corniche,Station Stade,18,7.4
2456,U9492,61,M,2025-04-12 00:19:00,2025-04-12 00:52:00,Station Université,Station Technopark,33,8.8
2457,U3097,49,M,2025-09-29 08:47:00,2025-09-29 09:12:00,Station Technopark,Station Quartier Administratif,25,8.1
2458,U7146,36,Autre,2025-03-05 10:44:00,2025-03-05 10:58:00,Station Marina,Station Corniche,14,7.9
2459,U4531,53,M,2024-08-11 18:41:00,2024-08-11 18:50:00,Station Quartier Administratif,Station Centre-Ville,9,6.2
2460,U1778,52,M,2025-12-21 09:18:00,2025-12-21 09:42:00,Station Stade,Station Parc Central,24,8.1
2461,U7622,65,F,2024-01-04 07:14:00,2024-01-04 07:39:00,Station Technopark,Station Quartier Administratif,25,8.6
2462,U8658,25,F,2024-05-01 09:57:00,2024-05-01 10:55:00,Station Souk,Station Aéroport Bus,58,12.7
2463,U8459,54,M,2025-04-18 12:36:00,2025-04-18 12:59:00,Station Centre-Ville,Station Quartier Administratif,23,8.6
2464,U5842,24,M,2025-12-28 08:07:00,2025-12-28 08:16:00,Station Centre-Ville,Station Souk,9,5.2
2465,U7429,27,F,2025-02-14 13:07:00,2025-02-14 13:30:00,Station Souk,Station Centre-Ville,23,8.6
2466,U2683,42,M,2024-09-02 17:14:00,2024-09-02 17:46:00,Station Marina,Station Centre-Ville,32,9.8
2467,U8236,59,F,2025-04-14 15:30:00,2025-04-14 15:48:00,Station Quartier Administratif,Station Technopark,18,7.9
2468,U1854,48,F,2024-07-20 11:06:00,2024-07-20 11:13:00,Station Aéroport Bus,Station Gare,7,5.7
2469,U7543,39,M,2025-04-26 17:27:00,2025-04-26 17:48:00,Station Souk,Station Stade,21,8.1
2470,U8157,51,M,2024-07-24 19:14:00,2024-07-24 19:33:00,Station Parc Central,Station Université,19,7.4
2471,U7110,45,F,2025-12-20 09:22:00,2025-12-20 10:02:00,Station Souk,Station Centre-Ville,40,9.8
